,title,address,price,price_m2,area_m2,rooms,floor,outdoors,parking,market,build_yr,building_type,elevator,heating_type
1065,"Piękne mieszkanie trzypokojowe Gdynia, Redłowo","Gdynia, Redłowo, Legionów",865 000 zł,11 019 zł/m²,"78,5",3,"Piętro
3/5",balkon,zapytaj,wtórny,1999,blok,tak,miejskie
1066,Po remoncie/ Balkon/ do własnej aranżacji,"Gdynia, Witomino, Wielkokacka",489 000 zł,11 566 zł/m²,"42,28",2,"Piętro
7/10",balkon,zapytaj,wtórny,1980,blok,tak,miejskie
1067,Sprzedawne w pełni wyposażone i urządzone,"Gdynia, Leszczynki, Augustyna Kordeckiego",465 000 zł,9 300 zł/m²,50,3,"Piętro
4/4",balkon,zapytaj,wtórny,1974,brak,nie,zapytaj
1068,Dwupokojowe mieszkanie z widokiem na park,"Gdynia, Obłuże, Perłowa",360 000 zł,10 843 zł/m²,"33,2",2,"Piętro
3/3",balkon,zapytaj,wtórny,1999,blok,nie,miejskie
1069,"Wysoki standard, wyposażone 4 pokoje - Patio Róży","Gdynia, Chwarzno-Wiczlino, Chwarzno, gen. Mariusza Zaruskiego",1 150 000 zł,15 541 zł/m²,74,4,"Piętro
1/3",balkon,zapytaj,wtórny,2016,apartamentowiec,tak,miejskie
1070,Świetna Inwestycja | Spokojna Okolica,"Gdynia, Wzgórze Św. Maksymiliana",615 000 zł,11 942 zł/m²,"51,5",2,"Piętro
2/4",zapytaj,zapytaj,wtórny,1963,kamienica,nie,miejskie
1071,Mieszkanie 2-pok. | Balkon | SKM | Nowy Etap,"Gdynia, Chylonia, ul. Chylońska 104 -110",467 590 zł,9 500 zł/m²,"49,22",2,"Piętro
1/7",zapytaj,zapytaj,pierwotny,2022,blok,nie,miejskie
1072,Parter W Bloku Z Niezależnym Wejściem Po Remoncie,"Gdynia, Oksywie",399 630 zł,11 000 zł/m²,"36,33",1,"Piętro
parter/2",zapytaj,zapytaj,pierwotny,1954,blok,nie,miejskie
1073,Kawalerka na sprzedaż w Gdyni,"Gdynia, Działki Leśne, Warszawska",315 000 zł,13 690 zł/m²,"23,01",1,"Piętro
7/10",zapytaj,zapytaj,wtórny,brak,blok,tak,miejskie
1074,Kawalerka z widokiem na Zatokę Gdańską !,"Gdynia, Śródmieście, Ignacego Paderewskiego",459 000 zł,18 071 zł/m²,"25,4",1,"Piętro
4/4",zapytaj,zapytaj,wtórny,1968,kamienica,nie,miejskie
1075,Sea Towers | Piękny Widok | Hala Garażowa,"Gdynia, Śródmieście, A. Hryniewickiego",2 399 000 zł,26 656 zł/m²,90,3,"Piętro
> 10/32",zapytaj,garaż/miejsce parkingowe,wtórny,2009,apartamentowiec,tak,miejskie
1076,Od Zaraz | Po Remoncie | Oddzielna Kuchnia,"Gdynia, Witomino, Narcyzowa",469 000 zł,11 580 zł/m²,"40,5",2,"Piętro
2/10","balkon, taras",zapytaj,wtórny,1977,brak,tak,miejskie
1077,Inwestycja Nowe Karwiny położona blisko lasu,"Gdynia, Karwiny, Kornela Makuszyńskiego",330 096 zł,10 400 zł/m²,"31,74",2,"Piętro
4/5",balkon,zapytaj,pierwotny,2023,blok,tak,miejskie
1078,Kawalerka z widokiem na morze -Wzgórze,"Gdynia, Wzgórze Św. Maksymiliana, Legionów",355 000 zł,13 371 zł/m²,"26,55",1,"Piętro
7/7",zapytaj,zapytaj,wtórny,1962,blok,tak,miejskie
1079,Sprzedam Mieszkanie Współdzielczo Własnościowe,"Gdynia, Grabówek, Morska",385 000 zł,8 556 zł/m²,45,2,"Piętro
3/4",balkon,garaż/miejsce parkingowe,wtórny,1960,blok,nie,miejskie
1080,kawalerka blisko morza po kapitalnym remoncie,"Gdynia, Redłowo, Powstania Śląskiego",350 000 zł,13 889 zł/m²,"25,2",1,"Piętro
parter/4",zapytaj,zapytaj,wtórny,1980,brak,nie,miejskie
1081,Mieszkanie 2 pokojowe - możliwość aranżacji na 3!,"Gdynia, Dąbrowa",499 000 zł,8 911 zł/m²,56,3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2006,apartamentowiec,nie,miejskie
1082,"Rezerwacja ! Okazja!!! 2 pokoje, balkon, piwnica","Gdynia, Leszczynki, Morska",349 000 zł,9 743 zł/m²,"35,82",2,"Piętro
4/10",balkon,zapytaj,wtórny,1966,blok,tak,miejskie
1083,UnikatowyApartament z widokiem na morze 26 piętro!,"Gdynia, Śródmieście, A. Hryniewickiego",1 890 000 zł,33 570 zł/m²,"56,3",2,"Piętro
> 10/32",zapytaj,garaż/miejsce parkingowe,wtórny,2009,brak,nie,zapytaj
1084,"Gdynia Karwiny, 63,1m2, 3 pokoje, piwnica, ogródek","Gdynia, Karwiny, Janiny Porazińskiej",549 000 zł,8 700 zł/m²,"63,1",3,"Piętro
parter/4","balkon, ogródek",garaż/miejsce parkingowe,wtórny,1984,blok,nie,miejskie
1085,Świetna lokalizacja !!!,"Gdynia, Dąbrowa, Rdestowa",476 000 zł,10 000 zł/m²,"47,6",2,"Piętro
1/3",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1086,Nowe Mieszkanie w inwestycji Port Deco M43,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"54,05",3,"Piętro
7/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1087,Willa Narutowicza M10 z widokiem na panoramę Gdyni,"Gdynia, Wzgórze Św. Maksymiliana, ul. Gabriela Narutowicza",2 212 496 zł,20 800 zł/m²,"106,37",4,"Piętro
2/2","balkon, taras",garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,gazowe
1088,"M2, 4 pokoje, ogród, odbiór 2022","Gdynia, Mały Kack, ul. Olgierda",690 148 zł,13 968 zł/m²,"49,41",3,"Piętro
1/3",ogródek,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,gazowe
1089,"Elegancki apartament, świetna inwestycja","Gdynia, Wzgórze Św. Maksymiliana, Kazimierza Górskiego",1 350 000 zł,18 121 zł/m²,"74,5",3,"Piętro
> 10/16",balkon,garaż/miejsce parkingowe,pierwotny,2021,apartamentowiec,tak,miejskie
1090,Przytulne mieszkanie z pięknym widokiem na las!,"Gdynia, Chylonia, Rozewska",600 000 zł,12 320 zł/m²,"48,7",2,"Piętro
6/10",zapytaj,garaż/miejsce parkingowe,wtórny,2019,brak,nie,zapytaj
1091,Mieszkanie 61m Działka 464m dom 36m,"Gdynia, Leszczynki, Osada Kolejowa",529 000 zł,8 672 zł/m²,61,3,"Piętro
1/2",zapytaj,zapytaj,wtórny,1930,brak,nie,miejskie
1092,Mieszkanie 3 - pokojowe Gdynia Pustki Cisowskie,"Gdynia, Pustki Cisowskie-Demptowo",801 000 zł,9 000 zł/m²,89,3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,1993,blok,nie,miejskie
1093,Komfortowe Mieszkanie w inwestycji Port Deco M47,"Gdynia, Oksywie, ul. Benisławskiego",Zapytaj o cenę,,"54,05",3,"Piętro
8/11",balkon,garaż/miejsce parkingowe,pierwotny,2023,brak,tak,zapytaj
1094,"Jasne, urządzone, wygodne, 2 pok., centrum Gdyni","Gdynia, Śródmieście, ul. św. Wojciecha",760 000 zł,16 068 zł/m²,"47,3",2,"Piętro
3/8",balkon,zapytaj,wtórny,2008,kamienica,tak,miejskie
1095,Luksusowy Penthouse z widokiem na zatokę,"Gdynia, Mały Kack",3 450 000 zł,17 784 zł/m²,194,6,"Piętro
1/2","balkon, taras",garaż/miejsce parkingowe,wtórny,2016,apartamentowiec,tak,gazowe
1096,Komfortowe 2 pokoje,"Gdynia, Mały Kack, Leśna",660 000 zł,13 469 zł/m²,49,2,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,2009,blok,nie,miejskie
1097,Mieszkanie gotowe do zamieszkania Gdynia,"Gdynia, Oksywie",699 000 zł,11 839 zł/m²,"59,04",4,"Piętro
parter/4",taras,garaż/miejsce parkingowe,wtórny,2021,blok,tak,miejskie
1098,Dwa Miejsca postojowe w cenie*Gotowe*Pełna oferta,"Gdynia, Oksywie",489 320 zł,8 260 zł/m²,"59,24",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
1099,Dwa Miejsca postojowe w cenie*Gotowe*Pełna oferta,"Gdynia, Oksywie",511 362 zł,9 929 zł/m²,"51,5",3,"Piętro
parter/3","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
1100,Atrakcyjna oferta 3 pokojowe mieszkanie już za 750,"Gdynia, Oksywie",750 000 zł,8 242 zł/m²,91,3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,wtórny,1999,dom,nie,miejskie
1101,Idealna inwestycja w idealnej lokalizacji,"Gdynia, Śródmieście, Świętojańska",799 000 zł,12 784 zł/m²,"62,5",3,"Piętro
1/5",balkon,garaż/miejsce parkingowe,wtórny,1962,kamienica,tak,miejskie
1102,Mieszkanie 2 pokojowe w Gdyni Grabówku,"Gdynia, Grabówek, Morska 72",390 000 zł,10 541 zł/m²,37,2,"Piętro
2/5",zapytaj,zapytaj,wtórny,1950,kamienica,nie,elektryczne
1103,Słoneczne 2 pok Gdynia osobna kuchnia piwnica,"Gdynia, Dąbrowa, Nagietkowa",554 000 zł,10 278 zł/m²,"53,9",2,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2000,blok,nie,inne
1104,2-pokojowe mieszkanie z widokiem na las,"Gdynia, Działki Leśne, Szczecińska",605 000 zł,14 235 zł/m²,"42,5",2,"Piętro
3/4",balkon,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
1105,"Gdynia, Karwiny, 60 m2, 3 pokoje Hot Oferta!","Gdynia, Karwiny",510 000 zł,8 500 zł/m²,60,3,"Piętro
3/4",zapytaj,zapytaj,wtórny,1990,brak,nie,miejskie
1106,3 pokoje balkon gotowe do zamieszkania,"Gdynia, Pogórze",449 000 zł,8 472 zł/m²,53,3,"Piętro
3/10",zapytaj,zapytaj,wtórny,brak,blok,nie,zapytaj
1107,"2 mieszkania - Inwestycyjne, w Śródmieściu Gdyni","Gdynia, Śródmieście, Bernarda Chrzanowskiego",1 500 000 zł,15 385 zł/m²,"97,5",5,"Piętro
3/3",zapytaj,garaż/miejsce parkingowe,wtórny,1930,kamienica,nie,miejskie
1108,124m kw 5 pok. pod biuro w doskonałej lokalizacji,"Gdynia, Redłowo, gen. Józefa Hallera",1 115 000 zł,8 992 zł/m²,124,4,"Piętro
parter/2","balkon, ogródek, taras",garaż/miejsce parkingowe,wtórny,2009,apartamentowiec,nie,inne
1109,Czteropokojowy apartament w pobliżu lasu,"Gdynia, Orłowo, Bernadowska",3 399 000 zł,34 571 zł/m²,"98,32",4,"Piętro
1/2",balkon,garaż/miejsce parkingowe,wtórny,2021,apartamentowiec,tak,miejskie
1110,Nowe Pogórze | bud. B | mieszkanie M20,"Gdynia, Pogórze",503 540 zł,8 500 zł/m²,"59,24",2,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1111,Nowe Pogórze | bud. B | mieszkanie M19,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1112,Nowe Pogórze | bud. B | mieszkanie M18,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1113,Nowe Pogórze | bud. B | mieszkanie M15,"Gdynia, Pogórze",494 494 zł,8 449 zł/m²,"58,53",3,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1114,Nowe Pogórze | bud. B | mieszkanie M14,"Gdynia, Pogórze",630 334 zł,8 200 zł/m²,"76,87",3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1115,Nowe Pogórze | bud. B | mieszkanie M12,"Gdynia, Pogórze",384 846 zł,9 350 zł/m²,"41,16",2,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1116,Nowe Pogórze | bud. B | mieszkanie M10,"Gdynia, Pogórze",378 862 zł,9 350 zł/m²,"40,52",2,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1117,Nowe Pogórze | bud. B | mieszkanie M8,"Gdynia, Pogórze",539 400 zł,8 700 zł/m²,62,3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1118,Nowe Pogórze | bud. B | mieszkanie M7,"Gdynia, Pogórze",653 055 zł,8 500 zł/m²,"76,83",3,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1119,Nowe Pogórze | bud. B | mieszkanie M5,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1120,Nowe Pogórze | bud. B | mieszkanie M4,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1121,Nowe Pogórze | bud. B | mieszkanie M3,"Gdynia, Pogórze",379 984 zł,9 350 zł/m²,"40,64",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1122,Nowe Pogórze | bud. B | mieszkanie M2,"Gdynia, Pogórze",400 244 zł,8 950 zł/m²,"44,72",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1123,Nowe Pogórze | bud. B | mieszkanie M1,"Gdynia, Pogórze",517 900 zł,8 325 zł/m²,"62,21",3,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1124,Nowe Pogórze | bud. A | mieszkanie M21,"Gdynia, Pogórze",658 580 zł,8 500 zł/m²,"77,48",3,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1125,Nowe Pogórze | bud. A | mieszkanie M20,"Gdynia, Pogórze",381 293 zł,9 350 zł/m²,"40,78",2,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1126,Nowe Pogórze | bud. A | mieszkanie M19,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1127,Nowe Pogórze | bud. A | mieszkanie M18,"Gdynia, Pogórze",389 801 zł,9 350 zł/m²,"41,69",2,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1128,Nowe Pogórze | bud. A | mieszkanie M15,"Gdynia, Pogórze",450 820 zł,9 150 zł/m²,"49,27",3,"Piętro
poddasze/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1129,Nowe Pogórze | bud. A | mieszkanie M14,"Gdynia, Pogórze",666 485 zł,8 500 zł/m²,"78,41",3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1130,Nowe Pogórze | bud. A | mieszkanie M13,"Gdynia, Pogórze",387 090 zł,9 350 zł/m²,"41,4",2,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1131,Nowe Pogórze | bud. A | mieszkanie M12,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1132,Nowe Pogórze | bud. A | mieszkanie M11,"Gdynia, Pogórze",389 801 zł,9 350 zł/m²,"41,69",2,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1133,Nowe Pogórze | bud. A | mieszkanie M6,"Gdynia, Pogórze",429 015 zł,9 250 zł/m²,"46,38",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1134,Nowe Pogórze | bud. A | mieszkanie M8,"Gdynia, Pogórze",539 400 zł,9 567 zł/m²,"56,38",3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1135,Nowe Pogórze | bud. A | mieszkanie M5,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1136,Nowe Pogórze | bud. A | mieszkanie M4,"Gdynia, Pogórze",384 752 zł,9 350 zł/m²,"41,15",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1137,Nowe Pogórze | bud. A | mieszkanie M1,"Gdynia, Pogórze",480 153 zł,8 530 zł/m²,"56,29",3,"Piętro
parter/2","balkon, ogródek",garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1138,"Gdynia Działki Leśne, 2 pokoje, 42,5m","Gdynia, Działki Leśne, ul. Szczecińska",585 000 zł,13 765 zł/m²,"42,5",2,"Piętro
3/4",balkon,zapytaj,wtórny,1970,blok,nie,miejskie
1139,"3 pokoje z możliwością 4, ogródek","Gdynia, Obłuże, płk. Stanisława Dąbka",495 000 zł,7 857 zł/m²,63,3,"Piętro
parter/4",zapytaj,zapytaj,wtórny,1980,blok,nie,miejskie
1140,Gdynia Karwiny 2/3 pokoje,"Gdynia, Karwiny, Krzysztofa Kamila Baczyńskiego",449 000 zł,8 804 zł/m²,51,2,"Piętro
parter/4",balkon,zapytaj,wtórny,1980,blok,nie,miejskie
1141,Przestrone w wyjątkowej lokalizacji-3/4pok.+garaż,"Gdynia, Śródmieście, Wolności",896 000 zł,9 885 zł/m²,"90,64",4,"Piętro
1/4",balkon,garaż/miejsce parkingowe,wtórny,1942,kamienica,nie,miejskie
1142,Kawalerka w Redłowie z balkonem,"Gdynia, Redłowo, ul. Bohaterów Starówki Warszawskiej",379 000 zł,14 577 zł/m²,26,1,"Piętro
2/3",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1143,NOWOŚĆ !!! Twoja Dąbrowa,"Gdynia, Dąbrowa",653 184 zł,11 200 zł/m²,"58,32",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,miejskie
1144,Nowa inwestycja !!! Twoja Dąbrowa,"Gdynia, Dąbrowa",602 629 zł,11 300 zł/m²,"53,33",3,"Piętro
parter/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,miejskie
1145,Słoneczne 3 pokoje z balkonem w Gdyni-Chyloni,"Gdynia, Chylonia, Gniewska",467 000 zł,7 782 zł/m²,"60,01",3,"Piętro
4/12",balkon,zapytaj,wtórny,1993,blok,tak,miejskie
1146,"Przestronne, dwustronne, z widokiem na zieleń","Gdynia, Grabówek, Marii Curie-Skłodowskiej",519 000 zł,10 380 zł/m²,50,2,"Piętro
1/4",balkon,zapytaj,wtórny,1996,blok,nie,miejskie
1147,Gdynia Wzgórze Świętego Maksymiliana 35m2 sprzedam,"Gdynia, Wzgórze Św. Maksymiliana, ul. Górna",430 000 zł,12 286 zł/m²,35,2,"Piętro
2/4",balkon,zapytaj,wtórny,1961,blok,nie,miejskie
1148,"Redłowo, wyjątkowe osiedle blisko morza","Gdynia, Redłowo, Okrętowa",1 150 000 zł,12 514 zł/m²,"91,9",3,"Piętro
parter/3",balkon,zapytaj,wtórny,2008,apartamentowiec,tak,inne
1149,Przestronna i słoneczna kawalerka w Centrum Gdyni,"Gdynia, Śródmieście, 3 MAJA",435 000 zł,11 983 zł/m²,"36,3",1,"Piętro
3/5",balkon,zapytaj,wtórny,1957,kamienica,nie,miejskie
1150,Gdynia Wielki Kack 2 poziomy 4 pokoje + stych,"Gdynia, Wielki Kack, Myśliwska",959 000 zł,8 913 zł/m²,"107,6",4,"Piętro
4/4",balkon,garaż/miejsce parkingowe,wtórny,1995,blok,nie,miejskie
1151,"M6, 2 pokoje z balkonem, kameralna inwestycja","Gdynia, Mały Kack, ul. Olgierda",465 450 zł,12 893 zł/m²,"36,1",2,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,gazowe
1152,Mieszkanie Z Potencjałem W Gdyni Chyloni,"Gdynia, Chylonia, Helska",450 000 zł,10 144 zł/m²,"44,36",2,"Piętro
1/1",zapytaj,zapytaj,wtórny,1933,kamienica,nie,gazowe
1153,Przy Uniwersytecie | Z Halą Garażową | Przy Lesie,"Gdynia, Grabówek, Grabowo",645 000 zł,12 900 zł/m²,50,2,"Piętro
1/2","balkon, ogródek",garaż/miejsce parkingowe,wtórny,2000,brak,nie,zapytaj
1154,Mieszkanie dla rodziny Gdynia - super oferta,"Gdynia, Pogórze, Żelazna",400 000 zł,6 260 zł/m²,"63,9",3,"Piętro
9/10",zapytaj,zapytaj,wtórny,brak,blok,tak,miejskie
1155,Eksluzywny 5-pokojowy z garażem,"Gdynia, Wielki Kack, Mała",1 538 358 zł,9 688 zł/m²,"158,79",5,"Piętro
1/1",balkon,garaż/miejsce parkingowe,pierwotny,2021,apartamentowiec,nie,gazowe
1156,"Duży Ogród, Garaż, Kameralny budynek","Gdynia, Wielki Kack, Mała",1 116 698 zł,13 503 zł/m²,"82,7",3,"Piętro
parter/2","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,nie,zapytaj
1157,"Gdynia, nowoczesny budynek, hala garażowa","Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",1 135 500 zł,15 000 zł/m²,"75,7",4,"Piętro
2/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,zapytaj
1158,"Gdynia, nowoczesny budynek, hala garażowa","Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",656 214 zł,14 100 zł/m²,"46,54",2,"Piętro
parter/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,zapytaj
1159,Mieszkanie 3-pokojowe Chwarzno-Wiczlino,"Gdynia, Chwarzno-Wiczlino",770 000 zł,12 419 zł/m²,62,3,"Piętro
1/1","balkon, taras",garaż/miejsce parkingowe,wtórny,2021,brak,nie,zapytaj
1160,Kawalerka po remoncie blisko wyższej uczelni,"Gdynia, Grabówek, Morska",389 000 zł,10 788 zł/m²,"36,06",1,"Piętro
1/4",zapytaj,zapytaj,wtórny,1939,brak,nie,zapytaj
1161,Apartament Nowe Kolibki,"Gdynia, Orłowo, ul. Bernadowska",3 500 000 zł,30 295 zł/m²,"115,53",4,"Piętro
2/2","balkon, taras",garaż/miejsce parkingowe,wtórny,2020,apartamentowiec,tak,zapytaj
1162,"Mieszkanie, 90,50 m², Gdynia","Gdynia, Śródmieście, Armii Wojska Polskiego",2 450 000 zł,27 072 zł/m²,"90,5",4,"Piętro
2","balkon, taras",garaż/miejsce parkingowe,wtórny,2017,kamienica,tak,miejskie
1163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1164,M4 - czteropokojowe mieszkanie z ogrodem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",628 235 zł,9 500 zł/m²,"66,13",4,"Piętro
parter/3","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1165,"Małe, dwupokojowa mieszkanie","Gdynia, Oksywie, Bosmańska",349 000 zł,9 233 zł/m²,"37,8",2,"Piętro
2/2",zapytaj,zapytaj,wtórny,1954,kamienica,nie,miejskie
1166,Apartament z widokiem na zatokę,"Gdynia, Redłowo",1 399 476 zł,16 038 zł/m²,"87,26",4,"Piętro
3/7",zapytaj,zapytaj,pierwotny,2022,brak,nie,zapytaj
1167,Apartament blisko morza w Gdyni,"Gdynia, Redłowo",849 485 zł,17 280 zł/m²,"49,16",2,"Piętro
5/9",balkon,zapytaj,pierwotny,2021,brak,nie,zapytaj
1168,"Wielki Kack;w dobrej cenie;4 pokoje,taras; ogródek","Gdynia, Wielki Kack",800 000 zł,10 811 zł/m²,74,4,"Piętro
parter/2",balkon,zapytaj,wtórny,2013,apartamentowiec,nie,miejskie
1169,Atrakcyjne M2 - Gdynia Leszczynki,"Gdynia, Leszczynki, Opata Hackiego",350 000 zł,9 722 zł/m²,36,2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1980,brak,nie,zapytaj
1170,Nowoczesne Mieszkanie Solano | M101,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"57,95",3,"Piętro
1",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1171,Cadena Park- 4 pokojowy apartament,"Gdynia, Mały Kack, Bernadowo, Parkowa",1 260 000 zł,12 963 zł/m²,"97,2",4,"Piętro
2/2",balkon,garaż/miejsce parkingowe,wtórny,2002,apartamentowiec,nie,miejskie
1172,Przedsprzedaż !!! Twoja Dąbrowa !!2 pokoje z ogród,"Gdynia, Dąbrowa",515 928 zł,11 100 zł/m²,"46,48",2,"Piętro
parter/3",ogródek,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,miejskie
1173,Parter W Bloku Z Niezależnym Wejściem Stan Dewelop,"Gdynia, Oksywie",330 300 zł,10 000 zł/m²,"33,03",1,"Piętro
parter/2",zapytaj,zapytaj,pierwotny,1954,blok,nie,miejskie
1174,3 Pokoje Na Przestrzał Stan Deweloperski Niezależn,"Gdynia, Oksywie",505 780 zł,9 500 zł/m²,"53,24",3,"Piętro
parter/2",zapytaj,zapytaj,pierwotny,1954,blok,nie,miejskie
1175,2 Pokoje Stan Deweloperski Niezależne Wejście,"Gdynia, Oksywie",484 000 zł,10 000 zł/m²,"48,4",2,"Piętro
parter/2",zapytaj,zapytaj,pierwotny,1954,blok,nie,miejskie
1176,Apartament w sercu miasta z obłędnym tarasem,"Gdynia, Śródmieście, 10 Lutego",3 950 000 zł,35 483 zł/m²,"111,32",3,"Piętro
5/7",zapytaj,zapytaj,wtórny,2021,brak,nie,zapytaj
1177,"Mieszkanie 3-pokojowe - Mały Kack, Strzelców","Gdynia, Mały Kack, Strzelców",980 000 zł,14 000 zł/m²,70,3,"Piętro
4/6",balkon,garaż/miejsce parkingowe,wtórny,2013,blok,nie,miejskie
1178,Mieszkanie - Gdynia Oksywie,"Gdynia, Oksywie, płk. Stanisława Dąbka",319 000 zł,9 873 zł/m²,"32,31",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1978,brak,nie,miejskie
1179,Komfortowe trzypokojowe mieszkanie w sercu miasta,"Gdynia, Śródmieście",599 000 zł,10 120 zł/m²,"59,19",3,"Piętro
5/5",balkon,zapytaj,wtórny,1950,kamienica,nie,miejskie
1180,"Mieszkanie 3 pok, do własnej aranżacji","Gdynia, Cisowa, Chylońska",489 000 zł,8 016 zł/m²,61,3,"Piętro
parter/4",zapytaj,zapytaj,wtórny,1980,brak,nie,miejskie
1181,"Kameralny, nowoczesny apartamentowiec z windą!","Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1 175 658 zł,14 100 zł/m²,"83,38",4,"Piętro
parter/2",balkon,zapytaj,wtórny,2022,apartamentowiec,tak,miejskie
1182,Piękny apartament na 15-tym piętrze!,"Gdynia, Śródmieście, Węglowa",1 390 824 zł,22 763 zł/m²,"61,1",2,"Piętro
> 10/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
